start,node,c,access,out_degree,dist_from_start,auth_fail_rate,contribution_pct
0,0,1560,2420,16,0,0.0,16.823034616628924
0,75503,153,341,24,1,0.0,1.649951472015529
0,23073,125,255,29,1,0.0,1.347999568640138
0,33971,120,252,60,1,0.0,1.2940795858945324
0,edge_0_206567,119,0,0,-1,0.0,1.2832955893454114
0,274042,118,254,10,1,0.0,1.2725115927962902
0,124002,112,232,13,1,0.0,1.2078076135015636
0,edge_0_411025,112,0,0,-1,0.0,1.2078076135015636
0,edge_0_75503,106,0,0,-1,0.0,1.143103634206837
0,edge_0_369692,105,0,0,-1,0.0,1.132319637657716
0,edge_0_123880,105,0,0,-1,0.0,1.132319637657716
0,120044,102,228,25,1,0.0,1.0999676480103526
0,123880,101,237,9,1,0.0,1.0891836514612316
0,edge_0_413808,100,0,0,-1,0.0,1.0783996549121104
0,edge_0_274042,98,0,0,-1,0.0,1.0568316618138682
0,2,97,208,26,1,0.0,1.046047665264747
0,edge_0_2,97,0,0,-1,0.0,1.046047665264747
0,edge_0_101215,96,0,0,-1,0.0,1.035263668715626
0,edge_0_1,96,0,0,-1,0.0,1.035263668715626
0,4519,95,203,32,1,0.0,1.0244796721665048
0,edge_0_124002,94,0,0,-1,0.0,1.0136956756173838
0,edge_0_33971,94,0,0,-1,0.0,1.0136956756173838
0,edge_0_120044,92,0,0,-1,0.0,0.9921276825191416
0,33043,91,104,34,1,0.0,0.9813436859700205
0,101215,90,194,8,1,0.0,0.9705596894208994
0,1,90,201,55,1,0.0,0.9705596894208994
0,369692,89,134,7,1,0.0,0.9597756928717783
0,edge_0_23073,86,0,0,-1,0.0,0.9274237032244149
0,edge_0_4519,86,0,0,-1,0.0,0.9274237032244149
0,edge_0_33043,85,0,0,-1,0.0,0.9166397066752938
0,411025,84,190,2,1,0.0,0.9058557101261727
0,206567,80,184,3,1,0.0,0.8627197239296883
0,413808,76,166,3,1,0.0,0.8195837377332039
0,edge_101215_411025,49,0,0,-1,0.0,0.5284158309069341
0,edge_120044_206567,33,0,0,-1,0.0,0.35587188612099646
0,edge_274042_413808,32,0,0,-1,0.0,0.34508788957187536
0,edge_124002_206567,31,0,0,-1,0.0,0.3343038930227542
0,edge_23073_274042,24,0,0,-1,0.0,0.2588159171789065
0,35367,23,49,21,2,0.0,0.2480319206297854
0,53611,23,45,24,2,0.0,0.2480319206297854
0,edge_123880_125170,23,0,0,-1,0.0,0.2480319206297854
0,edge_274042_369692,22,0,0,-1,0.0,0.2372479240806643
0,118303,20,41,10,2,0.0,0.21567993098242208
0,edge_123880_274042,20,0,0,-1,0.0,0.21567993098242208
0,edge_75503_369692,20,0,0,-1,0.0,0.21567993098242208
0,edge_75503_413808,20,0,0,-1,0.0,0.21567993098242208
0,339527,20,20,3,2,0.0,0.21567993098242208
0,84203,20,22,6,2,0.0,0.21567993098242208
0,edge_121614_124002,19,0,0,-1,0.0,0.20489593443330098
0,edge_123880_254939,19,0,0,-1,0.0,0.20489593443330098
0,edge_123880_369692,18,0,0,-1,0.0,0.19411193788417988
0,125170,17,36,2,2,0.0,0.18332794133505878
0,375413,17,38,3,2,0.0,0.18332794133505878
0,102805,17,38,10,2,0.0,0.18332794133505878
0,edge_75503_274042,17,0,0,-1,0.0,0.18332794133505878
0,209900,16,38,3,2,0.0,0.17254394478593768
0,147255,16,32,7,2,0.0,0.17254394478593768
0,386544,16,34,3,2,0.0,0.17254394478593768
0,edge_75503_125170,16,0,0,-1,0.0,0.17254394478593768
0,121614,15,38,4,2,0.0,0.16175994823681655
0,edge_33971_101215,15,0,0,-1,0.0,0.16175994823681655
0,edge_209900_369692,15,0,0,-1,0.0,0.16175994823681655
0,edge_4519_75503,15,0,0,-1,0.0,0.16175994823681655
0,edge_274042_339527,15,0,0,-1,0.0,0.16175994823681655
0,244737,15,17,4,2,0.0,0.16175994823681655
0,edge_4519_123880,14,0,0,-1,0.0,0.15097595168769545
0,edge_124002_244737,14,0,0,-1,0.0,0.15097595168769545
0,44724,13,28,11,2,0.0,0.14019195513857435
0,edge_35367_369692,13,0,0,-1,0.0,0.14019195513857435
0,edge_102805_369692,13,0,0,-1,0.0,0.14019195513857435
0,120039,13,14,11,2,0.0,0.14019195513857435
0,edge_274042_283834,13,0,0,-1,0.0,0.14019195513857435
0,65297,13,15,14,2,0.0,0.14019195513857435
0,edge_75503_139006,13,0,0,-1,0.0,0.14019195513857435
0,80743,12,22,12,2,0.0,0.12940795858945325
0,287903,12,24,13,2,0.0,0.12940795858945325
0,79494,12,25,8,2,0.0,0.12940795858945325
0,edge_75503_123880,12,0,0,-1,0.0,0.12940795858945325
0,edge_75503_283834,12,0,0,-1,0.0,0.12940795858945325
0,edge_75503_401379,12,0,0,-1,0.0,0.12940795858945325
0,edge_124002_386544,12,0,0,-1,0.0,0.12940795858945325
0,edge_4519_415038,12,0,0,-1,0.0,0.12940795858945325
0,edge_2_84203,12,0,0,-1,0.0,0.12940795858945325
0,edge_23073_375509,12,0,0,-1,0.0,0.12940795858945325
0,edge_101215_375413,12,0,0,-1,0.0,0.12940795858945325
0,78702,11,26,13,2,0.0,0.11862396204033215
0,edge_23073_108455,11,0,0,-1,0.0,0.11862396204033215
0,123871,11,24,11,2,0.0,0.11862396204033215
0,240272,11,24,3,2,0.0,0.11862396204033215
0,103133,11,23,11,2,0.0,0.11862396204033215
0,283834,11,24,2,2,0.0,0.11862396204033215
0,254939,11,23,2,2,0.0,0.11862396204033215
0,edge_124002_360948,11,0,0,-1,0.0,0.11862396204033215
0,360948,11,19,3,2,0.0,0.11862396204033215
0,edge_101215_375412,11,0,0,-1,0.0,0.11862396204033215
0,edge_65297_75503,11,0,0,-1,0.0,0.11862396204033215
0,edge_35367_274042,11,0,0,-1,0.0,0.11862396204033215
0,edge_123880_287903,11,0,0,-1,0.0,0.11862396204033215
0,edge_53611_274042,11,0,0,-1,0.0,0.11862396204033215
0,edge_124002_147255,11,0,0,-1,0.0,0.11862396204033215
0,edge_360948_386544,11,0,0,-1,0.0,0.11862396204033215
0,14652,10,23,11,2,0.0,0.10783996549121104
0,142697,10,17,10,2,0.0,0.10783996549121104
0,161140,10,20,10,2,0.0,0.10783996549121104
0,45940,10,20,5,4,0.0,0.10783996549121104
0,108350,10,20,7,2,0.0,0.10783996549121104
0,edge_23073_260586,10,0,0,-1,0.0,0.10783996549121104
0,edge_75502_75503,10,0,0,-1,0.0,0.10783996549121104
0,edge_120044_240272,10,0,0,-1,0.0,0.10783996549121104
0,edge_23073_126488,10,0,0,-1,0.0,0.10783996549121104
0,edge_53611_339527,10,0,0,-1,0.0,0.10783996549121104
0,edge_2_75502,10,0,0,-1,0.0,0.10783996549121104
0,375412,9,18,3,2,0.0,0.09705596894208994
0,65390,9,17,10,2,0.0,0.09705596894208994
0,73512,9,18,10,2,0.0,0.09705596894208994
0,139006,9,18,3,2,0.0,0.09705596894208994
0,377417,9,18,4,3,0.0,0.09705596894208994
0,415038,9,18,2,2,0.0,0.09705596894208994
0,42657,9,16,9,3,0.0,0.09705596894208994
0,edge_23073_176511,9,0,0,-1,0.0,0.09705596894208994
0,edge_65390_101215,9,0,0,-1,0.0,0.09705596894208994
0,edge_120044_124002,9,0,0,-1,0.0,0.09705596894208994
0,edge_65390_375413,9,0,0,-1,0.0,0.09705596894208994
0,7213,9,14,3,3,0.0,0.09705596894208994
0,edge_2_75503,9,0,0,-1,0.0,0.09705596894208994
0,edge_75503_287903,9,0,0,-1,0.0,0.09705596894208994
0,edge_33043_126556,9,0,0,-1,0.0,0.09705596894208994
0,edge_2_127771,9,0,0,-1,0.0,0.09705596894208994
