start,node,c,access,out_degree,dist_from_start,auth_fail_rate,contribution_pct
0,0,1049,160,1,0,0.8684461391801716,30.83480305702528
0,8,918,131,6,1,0.8758169934640523,26.984126984126984
0,1056,234,22,1,2,0.9102564102564102,6.878306878306878
0,60,230,18,8,2,0.9347826086956522,6.760728982951205
0,edge_0_8,140,0,0,-1,0.0,4.11522633744856
0,36,126,13,14,2,0.8968253968253969,3.7037037037037037
0,2494,103,28,2,2,0.7378640776699029,3.027630805408583
0,285306,71,18,2,2,0.7605633802816901,2.087007642563198
0,267936,56,8,3,3,0.875,1.646090534979424
0,edge_8_1056,43,0,0,-1,0.0,1.263962375073486
0,12896,35,2,1,3,0.9428571428571428,1.02880658436214
0,199776,32,4,2,6,0.875,0.940623162845385
0,99966,31,2,1,4,0.9354838709677419,0.9112286890064668
0,edge_8_2494,26,0,0,-1,0.0,0.7642563198118754
0,2752,25,10,2,3,0.64,0.7348618459729571
0,edge_8_285306,23,0,0,-1,0.0,0.6760728982951205
0,92,22,2,2,4,0.9090909090909091,0.6466784244562023
0,edge_2494_2752,21,0,0,-1,0.0,0.6172839506172839
0,12568,20,2,2,3,0.9,0.5878894767783657
0,275630,19,2,1,3,0.8947368421052632,0.5584950029394474
0,329750,19,4,2,4,0.7894736842105263,0.5584950029394474
0,42706,16,3,1,3,0.875,0.4703115814226925
0,edge_8_60,15,0,0,-1,0.0,0.4409171075837742
0,13014,15,1,2,3,0.9333333333333333,0.4409171075837742
0,edge_8_36,13,0,0,-1,0.0,0.3821281599059377
0,206414,12,2,1,4,0.8333333333333334,0.3527336860670194
0,143600,12,1,2,3,0.9166666666666666,0.3527336860670194
0,edge_267936_285306,9,0,0,-1,0.0,0.26455026455026454
0,31936,8,2,2,3,0.75,0.23515579071134626
0,311332,6,1,1,4,0.8333333333333334,0.1763668430335097
0,edge_267936_329750,5,0,0,-1,0.0,0.14697236919459142
0,edge_36_60,3,0,0,-1,0.0,0.08818342151675485
0,edge_60_275630,3,0,0,-1,0.0,0.08818342151675485
0,edge_60_31936,3,0,0,-1,0.0,0.08818342151675485
0,edge_92_31936,3,0,0,-1,0.0,0.08818342151675485
0,edge_4930_199776,3,0,0,-1,0.0,0.08818342151675485
0,edge_36_42706,3,0,0,-1,0.0,0.08818342151675485
2,2,272,253,6,0,0.4227941176470588,43.58974358974359
2,edge_1_2,37,0,0,-1,0.0,5.92948717948718
2,edge_2_54,30,0,0,-1,0.0,4.8076923076923075
2,54,28,47,18,1,0.35714285714285715,4.487179487179487
2,edge_2_6,26,0,0,-1,0.38461538461538464,4.166666666666667
2,edge_2_355,24,0,0,-1,0.0,3.8461538461538463
2,4,21,25,17,1,0.23809523809523808,3.3653846153846154
2,edge_2_47,20,0,0,-1,0.0,3.2051282051282053
2,edge_2_4,14,0,0,-1,0.0,2.2435897435897436
2,53784,12,5,3,5,0.75,1.9230769230769231
2,64079,10,10,5,3,0.5,1.6025641025641026
2,201934,8,6,3,3,0.625,1.2820512820512822
2,207897,7,10,5,2,0.2857142857142857,1.1217948717948718
2,107440,4,4,2,3,0.5,0.6410256410256411
2,31623,4,4,3,6,0.5,0.6410256410256411
2,2547,4,8,5,3,0.0,0.6410256410256411
2,edge_64079_71322,4,0,0,-1,0.0,0.6410256410256411
2,184669,3,4,2,2,0.6666666666666666,0.4807692307692308
2,265218,3,6,3,4,0.0,0.4807692307692308
2,207587,3,6,4,2,0.0,0.4807692307692308
2,edge_232277_265218,3,0,0,-1,0.3333333333333333,0.4807692307692308
2,edge_53784_53786,3,0,0,-1,0.3333333333333333,0.4807692307692308
3,3,262,350,8,0,0.2480916030534351,27.961579509071505
3,edge_2_3,47,0,0,-1,0.3404255319148936,5.016008537886873
3,edge_1_3,42,0,0,-1,0.0,4.482390608324439
3,4,41,53,23,1,0.34146341463414637,4.375667022411953
3,4954,33,51,16,1,0.2727272727272727,3.52187833511206
3,4955,29,23,13,1,0.3448275862068966,3.0949839914621133
3,edge_3_34,28,0,0,-1,0.32142857142857145,2.9882604055496267
3,edge_3_4,22,0,0,-1,0.0,2.3479188900747063
3,edge_3_4955,22,0,0,-1,0.0,2.3479188900747063
3,5,18,22,11,1,0.5,1.92102454642476
3,edge_3_235,17,0,0,-1,0.23529411764705882,1.8143009605122733
3,edge_3_4954,15,0,0,-1,0.0,1.6008537886873
3,edge_3_5,14,0,0,-1,0.0,1.4941302027748133
3,381516,12,10,4,2,0.5833333333333334,1.2806830309498398
3,286742,10,12,5,3,0.5,1.0672358591248665
